Season Number,Episode Number,Pitch Number,Original Air Date,Startup Name,Industry,Business Description,Pitchers Gender,Pitchers City,Pitchers State,Pitchers Average Age,Entrepreneur Names,Company Website,Multiple Entrepreneurs,US Viewership,Original Ask Amount,Original Offered Equity,Valuation Requested,Got Deal,Deal Status,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of sharks in deal,Investment Amount Per Shark,Equity Per Shark,Royalty Deal,Loan,Barbara Corcoran Investment Amount,Barbara Corcoran Investment Equity,Mark Cuban Investment Amount,Mark Cuban Investment Equity,Lori Greiner Investment Amount,Lori Greiner Investment Equity,Robert Herjavec Investment Amount,Robert Herjavec Investment Equity,Daymond John Investment Amount,Daymond John Investment Equity,Kevin O Leary Investment Amount,Kevin O Leary Investment Equity,Guest Investment Amount,Guest Investment Equity,Investment Count,Guest Name,Barbara Corcoran Present,Mark Cuban Present,Lori Greiner Present,Robert Herjavec Present,Daymond John Present,Kevin O Leary Present
12,4,1004,06-11-2020,JadaSpices,Food & Beverage,"plant-based, vegan chicken salt and spices",Male,UnKnown,UnKnown,Middle,Khasha Touloei and Maynard Okereke,www.jadabrands.com,1,2.31,250000,20,1250000,1,1,250000,33,757576,1,250000,33,0,0,250000,33,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,4,1005,06-11-2020,SurpriseCake,Food & Beverage,Surprise gifts inside of a cake,UnKnown,UnKnown,UnKnown,UnKnown,Jordan Long and Liz Charm,surprisecake.com,1,2.31,200000,8,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,4,1006,06-11-2020,TheMightyCarver,Lifestyle & Home,Carving knife that looks like a chainsaw,Mixed Team,UnKnown,UnKnown,Middle,Lance Burney and Kim Burney,mightycarver.com,1,2.31,100000,20,500000,1,1,100000,25,400000,1,100000,25,0,0,0,0,0,0,0,0,0,0,100000,25,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,4,1007,06-11-2020,Flipstik,Electronics,Stick your phone anywhere,Male,UnKnown,UnKnown,Middle,Akeem Shannon,www.getflipstik.com,0,2.31,100000,20,500000,1,1,100000,25,400000,1,100000,25,0,0,0,0,0,0,100000,25,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,5,1008,13-11-2020,Fitfighter,"Fitness, Sports & Outdoors",Weighted exercise hose,Female,UnKnown,UnKnown,Middle,Sarah Apgar,UnKnown,0,4.55,250000,15,1666667,1,1,250000,25,1000000,1,250000,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,25,1,Daniel Lubetzsky,0,0,0,0,0,0
12,5,1009,13-11-2020,LiftidNeurostimulation,Health & Wellness,Transcranial neuro-stimulation device for improving focus,Mixed Team,UnKnown,UnKnown,Old,Ken Davidov and Alyson Davidov,www.getliftid.com,1,4.55,200000,10,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,5,1010,13-11-2020,FoamPartyHats,Fashion & Beauty,Custom-designed foam hats,Mixed Team,UnKnown,UnKnown,Middle,Manuel and Grace Rojas,foampartyhats.com,1,4.55,100000,15,666667,1,1,100000,25,400000,2,50000,12.5,0,0,0,0,50000,12.5,50000,12.5,0,0,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,5,1011,13-11-2020,BeeD'Vine,Food & Beverage,"sustainably produced, barrel-aged honey wine",Male,UnKnown,UnKnown,Middle,Ayele Solomon,UnKnown,0,4.55,750000,20,3750000,1,1,750000,40,1875000,4,187500,10,0,0,0,0,187500,10,187500,10,187500,10,0,0,0,0,187500,10,4,Daniel Lubetzky,0,0,0,0,0,0
12,6,1012,20-11-2020,Pan'sMushroomJerky,Food & Beverage,Mushroom-based jerky,Male,UnKnown,UnKnown,Middle,Michael Pan,UnKnown,0,4.29,300000,10,3000000,1,1,300000,18,1666667,1,300000,18,0,0,0,0,300000,18,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,6,1013,20-11-2020,K9Mask,Pet Products,Face mask for your dog,Male,UnKnown,UnKnown,Middle,Kerby Holmes and Evan Daugherty,www.k9mask.com,1,4.29,200000,20,1000000,1,1,200000,40,500000,1,200000,40,0,0,0,0,0,0,0,0,0,0,200000,40,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,6,1014,20-11-2020,Moment,Food & Beverage,Meditation Drink,Mixed Team,UnKnown,UnKnown,Middle,Aisha Chottani and Faheem Fajee,drinkmoment.com,1,4.29,200000,10,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,6,1015,20-11-2020,Prime6,Lifestyle & Home,Hardwood based grilling logs,Mixed Team,UnKnown,UnKnown,Middle,Riki Franco and Oren Franco,UnKnown,1,4.29,200000,10,2000000,1,1,200000,25,800000,1,200000,25,0,0,0,0,0,0,0,0,0,0,0,0,200000,25,0,0,1,UnKnown,0,0,0,0,0,0
12,7,1016,04-12-2020,TheHoliball,Fashion & Beauty,Giant inflatable ornaments,Female,UnKnown,UnKnown,Middle,"Jennifer Couch, Amberly Hall, and Kristy Moore",UnKnown,1,4.06,150000,10,1500000,1,1,150000,25,600000,2,75000,12.5,0,0,75000,12.5,75000,12.5,0,0,0,0,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,7,1017,04-12-2020,ToiletTimer,Lifestyle & Home,Toilet timer gag gift,Mixed Team,UnKnown,UnKnown,Middle,Adam Stephey and Katie Stephey,katamco.com/collections/toilet-timer,1,4.06,200000,10,2000000,1,1,200000,25,800000,1,200000,25,0,0,0,0,200000,25,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,7,1018,04-12-2020,ODRSkis,"Fitness, Sports & Outdoors",Skates for skiing,Male,UnKnown,UnKnown,Middle,Kevin Greco,UnKnown,0,4.06,200000,10,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,7,1019,04-12-2020,BuckleMeBabyCoats,Lifestyle & Home,Car seat-friendly coats,Female,UnKnown,UnKnown,Middle,Dahlia Rizk,www.bucklemecoats.com,0,4.06,100000,10,1000000,1,1,100000,20,500000,1,100000,20,1,0,0,0,0,0,0,0,0,0,100000,20,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,8,1020,11-12-2020,Peekaboo,Food & Beverage,Ice cream with hidden vegetables,Female,UnKnown,UnKnown,Middle,Jessica Weiss Levison,UnKnown,0,3.98,800000,8,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,8,1021,11-12-2020,BrakeFree,Automotive,safety brake light attachment for motorcycle helmets,Male,UnKnown,UnKnown,Middle,Henry Li and Alex Arkhangelskiy,www.brakefreetech.com,1,3.98,200000,10,2000000,1,1,200000,20,1000000,2,100000,10,0,0,0,0,100000,10,0,0,100000,10,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,8,1022,11-12-2020,Click&Carry,Lifestyle & Home,Hands-free bag carrier,Female,UnKnown,UnKnown,Middle,Kim Meckwood,clickandcarry.com,0,3.98,225000,15,1500000,1,1,225000,40,562500,2,112500,20,0,0,112500,20,112500,20,0,0,0,0,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,8,1023,11-12-2020,CodibyPillarLearning,Children & Education,Educational robot for kids,Male,UnKnown,UnKnown,Middle,"William Mock, Dayu Yang and Chris Oslebo",www.pillarlearning.com,1,3.98,500000,10,5000000,1,1,500000,25,2000000,1,500000,25,0,0,0,0,0,0,0,0,500000,25,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,9,1024,08-01-2021,Electra,Food & Beverage,Sports hydration drink,Female,UnKnown,UnKnown,Middle,Fran Harris,UnKnown,0,4.68,350000,20,1750000,1,1,350000,30,1166667,1,350000,30,0,250000,350000,30,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,9,1025,08-01-2021,ALL33,Lifestyle & Home,Desk chairs to promote back health,Male,UnKnown,UnKnown,Middle,Bing Howenstein,all33.com,0,4.68,500000,2.5,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,9,1026,08-01-2021,HisandHerBar,Food & Beverage,Aphrodisiac snack bar,Mixed Team,UnKnown,UnKnown,Middle,Jennifer and Michael Gallagher,UnKnown,1,4.68,50000,10,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,9,1027,08-01-2021,TrophySmack,"Fitness, Sports & Outdoors",Custom trophies for fantasy sports,Male,UnKnown,UnKnown,Middle,Matt Walsh and Dax Holt,UnKnown,1,4.68,600000,8,7500000,1,1,600000,17,3529412,1,600000,17,0,0,0,0,600000,17,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,10,1028,15-01-2021,SliceofSauce,Food & Beverage,Dehydrated and sliced condiments,Mixed Team,UnKnown,UnKnown,Middle,Cody Williams and Emily Williams,UnKnown,1,4.39,200000,10,2000000,1,1,200000,15,1333333,1,200000,15,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,200000,15,1,Alex Rodriguez,0,0,0,0,0,0
12,10,1029,15-01-2021,LoveisProject,Fashion & Beauty,Handmade bracelets,Female,UnKnown,UnKnown,Middle,Chrissie and Gladys Lam,UnKnown,1,4.39,250000,5,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,10,1030,15-01-2021,LunaMagic,Fashion & Beauty,Makeup for Latino women,Female,UnKnown,UnKnown,Middle,Shaira and Mabel Frias,UnKnown,1,4.39,200000,10,2000000,1,1,250000,30,833333,1,250000,30,0,250000,250000,30,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,10,1031,15-01-2021,BubblyBlaster,Lifestyle & Home,Champagne water gun,Male,UnKnown,UnKnown,Middle,Stanson Strong and Brad Hall,bubblyblaster.com,1,4.39,120000,20,600000,1,1,180000,30,600000,2,90000,15,0,0,0,0,90000,15,0,0,0,0,0,0,0,0,90000,15,2,Alex Rodriguez,0,0,0,0,0,0
12,11,1032,22-01-2021,Quevos,Food & Beverage,Healthy chips made from egg whites,Male,UnKnown,UnKnown,Middle,Nick Hamburger and Zack Schreier,UnKnown,1,4.2,200000,5,4000000,1,1,200000,10,2000000,1,200000,10,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,200000,10,1,Daniel Lubetzky,0,0,0,0,0,0
12,11,1033,22-01-2021,Brumachen,Food & Beverage,Portable coffee maker,Male,UnKnown,UnKnown,Middle,Ross Smith and Kweku Larbi,UnKnown,1,4.2,1000000,10,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,11,1034,22-01-2021,AuraBora,Food & Beverage,Herbal sparkling water,Mixed Team,UnKnown,UnKnown,Middle,Paul and Maddie Voge,UnKnown,1,4.2,150000,5,3000000,1,1,200000,15,1333333,1,200000,15,0,0,0,0,0,0,0,0,200000,15,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,11,1035,22-01-2021,SwipeNSnap,Children & Education,One hand diaper cream applicator,Female,UnKnown,UnKnown,Middle,Alina Kravchenko,UnKnown,0,4.2,120000,10,1200000,1,1,120000,50,240000,2,60000,25,0,0,0,0,0,0,60000,25,0,0,0,0,60000,25,0,0,2,UnKnown,0,0,0,0,0,0
12,12,1036,05-02-2021,YonoClip,Lifestyle & Home,Clip to keep personal items off of the ground,Male,UnKnown,UnKnown,Middle,Michael Green and Bob Mackey,UnKnown,1,4.68,150000,15,1000000,1,1,150000,30,500000,1,150000,30,0,0,0,0,0,0,0,0,0,0,150000,30,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,12,1037,05-02-2021,NightCap,Food & Beverage,hair scrunchie turned drink cover,Mixed Team,UnKnown,UnKnown,Middle,Shirah and Michael Benarde,nightcapit.com,1,4.68,60000,20,300000,1,1,60000,25,240000,1,60000,25,0,0,0,0,0,0,60000,25,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,12,1038,05-02-2021,RuleBreaker,Food & Beverage,snack made from chickpeas,Female,UnKnown,UnKnown,Middle,Nancy Kalish,UnKnown,0,4.68,400000,10,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,12,1039,05-02-2021,MountainFlowEco-Wax,Health & Wellness,Eco-friendly ski wax,Male,UnKnown,UnKnown,Middle,Peter Arlein,UnKnown,0,4.68,250000,10,2500000,1,1,300000,20,1500000,2,150000,10,0,0,150000,10,0,0,0,0,0,0,0,0,150000,10,0,0,2,UnKnown,0,0,0,0,0,0
12,13,1040,12-02-2021,JaxSheets,Lifestyle & Home,Stench-free bedsheets and clothes,Male,UnKnown,UnKnown,Middle,Wen Muenyi,UnKnown,0,4.38,212000,10,2120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,13,1041,12-02-2021,ThePizzaCupcake,Food & Beverage,Bagel shaped pizza,Mixed Team,UnKnown,UnKnown,Middle,Andrea Meggiato and Michelle Jimeney,UnKnown,1,4.38,125000,5,2500000,1,1,125000,12.5,1000000,1,125000,12.5,1,0,0,0,0,0,125000,12.5,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,13,1042,12-02-2021,IceBeanie,Food & Beverage,beanie with ice packs,Male,UnKnown,UnKnown,Middle,Nic Lamb,icebeanie.com,0,4.38,50000,20,250000,1,1,50000,25,200000,1,50000,25,0,0,0,0,50000,25,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,13,1043,12-02-2021,DraftTop,Food & Beverage,Easily remove the top of an aluminum can,Male,UnKnown,UnKnown,Middle,Patrick Parizo and Armand Ferranti,UnKnown,1,4.38,300000,10,3000000,1,1,300000,20,1500000,1,300000,20,0,0,0,0,0,0,0,0,0,0,300000,20,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,14,1044,19-02-2021,PashionFootwear,Fashion & Beauty,High heels that can be turned into flats,Female,UnKnown,UnKnown,Middle,Haley Pavone,UnKnown,0,4.64,500000,5,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,14,1045,19-02-2021,SouperCubes,Food & Beverage,Cubes to freeze leftovers,Mixed Team,UnKnown,UnKnown,Middle,Jake and Michelle Sendowski,UnKnown,1,4.64,400000,5,8000000,1,1,400000,5,8000000,1,400000,5,0,0,0,0,0,0,400000,5,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,14,1046,19-02-2021,ByootCompany,Fashion & Beauty,Button-up swimwear for women,Mixed Team,UnKnown,UnKnown,Middle,Elyce and Nathan Billany,UnKnown,1,4.64,50000,30,166667,1,1,50000,5,1000000,1,50000,5,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,50000,5,1,Kendra Scott,0,0,0,0,0,0
12,14,1047,19-02-2021,SiennaSauce,Food & Beverage,Wing sauce,Female,UnKnown,UnKnown,Young,Tyla-Simone Crayton,UnKnown,0,4.64,100000,10,1000000,1,1,100000,20,500000,1,100000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,20,1,Kendra Scott,0,0,0,0,0,0
12,15,1048,26-02-2021,BetterBedder,Lifestyle & Home,Headband for your mattress,Female,UnKnown,UnKnown,Old,Judy Schott and Nita Gassen,UnKnown,1,4.6,150000,10,1500000,1,1,150000,18,833333,1,150000,18,0,0,0,0,0,0,150000,18,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,15,1049,26-02-2021,EverythingLegendary,Food & Beverage,Vegan-friendly meat-free burger,Mixed Team,UnKnown,UnKnown,Middle,"Jumoke Jackson, Danita Claytor, and Duane Myko",UnKnown,1,4.6,300000,10,3000000,1,1,300000,22,1363636,1,300000,22,0,0,0,0,300000,22,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,15,1050,26-02-2021,WalkeePaws,Pet Products,Leggings for dogs,Female,UnKnown,UnKnown,Middle,Lisa Barnoff,UnKnown,0,4.6,150000,5,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,15,1051,26-02-2021,Hopscotch,Software & Technology,Coding app that allows kids to create games,Female,UnKnown,UnKnown,Middle,Samantha John,UnKnown,0,4.6,400000,4,10000000,1,1,550000,11,5000000,1,550000,11,0,0,0,0,550000,11,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,16,1052,05-03-2021,SimplyGoodJars,Food & Beverage,Salads in a jar,Male,UnKnown,UnKnown,Middle,Jared Cannon,UnKnown,0,4.62,500000,7,7142857,1,1,500000,10,5000000,2,250000,5,0,0,0,0,250000,5,250000,5,0,0,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,16,1053,05-03-2021,PinchMeTherapyDough,Health & Wellness,Stress relieving therapy dough,Female,UnKnown,UnKnown,Middle,Nancy Rothner,UnKnown,0,4.62,300000,7,4285714,1,1,300000,20,1500000,1,300000,20,0,0,0,0,0,0,0,0,300000,20,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,16,1054,05-03-2021,MuffWaders,Food & Beverage,Overalls that store beet,Male,UnKnown,UnKnown,Middle,Taylor Ness and Garret Lamp,UnKnown,1,4.62,25000,25,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,16,1055,05-03-2021,BusyBabyMat,Children & Education,Silicone placemat for babies,Female,UnKnown,UnKnown,Middle,Beth Fynbo,UnKnown,0,4.62,250000,5,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,17,1056,12-03-2021,MisfitFoods,Food & Beverage,Half meat half vegetable sausages,Male,UnKnown,UnKnown,Middle,Phil Wong,UnKnown,0,4.08,250000,5,5000000,1,1,300000,10,3000000,2,150000,5,0,0,0,0,150000,5,0,0,0,0,0,0,0,0,150000,5,2,Daniel Lubetzky,0,0,0,0,0,0
12,17,1057,12-03-2021,ChillSystems,Food & Beverage,"Lightweight, ice-free drink cooler",Male,UnKnown,UnKnown,Middle,Chase Mitchell and Brian Bloch,UnKnown,1,4.08,150000,15,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,17,1058,12-03-2021,TandemBoogie,"Fitness, Sports & Outdoors",Boogie board for two,Mixed Team,UnKnown,UnKnown,Middle,The Clark Family and ,UnKnown,1,4.08,100000,10,1000000,1,1,100000,35,285714,2,50000,17.5,0,0,0,0,0,0,0,0,50000,17.5,0,0,0,0,50000,17.5,2,Daniel Lubetzky,0,0,0,0,0,0
12,17,1059,12-03-2021,TotesBabies,Uncertain & Other,Car seat holder for a shopping cart,Mixed Team,UnKnown,UnKnown,Middle,Lindsey Fleischhauer and Stan Valius,UnKnown,1,4.08,100000,10,1000000,1,1,100000,25,400000,1,100000,25,0,0,0,0,0,0,100000,25,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,18,1060,26-03-2021,NuMilk,Food & Beverage,Plant-based milk machine,Male,UnKnown,UnKnown,Middle,Joe Savino and Ari Tolwin,UnKnown,1,4.02,1000000,5,20000000,1,1,1000000,7,14285714,1,1000000,7,0,1000000,0,0,1000000,7,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,18,1061,26-03-2021,HairyGrabster,Fashion & Beauty,Loose hair remover,Mixed Team,UnKnown,UnKnown,Middle,Andy and Patty Watne,UnKnown,1,4.02,75000,20,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,18,1062,26-03-2021,MadRabbit,Fashion & Beauty,Tattoo aftercare,Male,UnKnown,UnKnown,Young,Oliver Zak and Selom Agbitor,UnKnown,1,4.02,500000,5,10000000,1,1,500000,12,4166667,1,500000,12,0,0,0,0,500000,12,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,18,1063,26-03-2021,BunchBikes,Automotive,Electric cargo bike,Male,UnKnown,UnKnown,Middle,Aaron Powell,UnKnown,0,4.02,250000,10,2500000,1,1,250000,15,1666667,1,250000,15,0,150000,250000,15,0,0,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,19,1064,02-04-2021,StepNPull,Lifestyle & Home,Hands free door opener,Male,UnKnown,UnKnown,Middle,Mike Sewell,UnKnown,0,3.88,300000,3,10000000,1,1,300000,6,5000000,1,300000,6,0,0,0,0,0,0,0,0,0,0,0,0,300000,6,0,0,1,UnKnown,0,0,0,0,0,0
12,19,1065,02-04-2021,DynoSafe,Uncertain & Other,Temperature-controlled porch safe,Mixed Team,UnKnown,UnKnown,Middle,Eric and Rebecca Romanucci,UnKnown,1,3.88,150000,15,1000000,1,1,150000,25,600000,1,150000,25,0,0,0,0,0,0,0,0,150000,25,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,19,1066,02-04-2021,ProbioticMaker,Food & Beverage,A product that lets homeowners culture and create yogurt overnight,Male,UnKnown,UnKnown,Middle,Merrick Maxfield,UnKnown,0,3.88,150000,7,2142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,19,1067,02-04-2021,Phoozy,Electronics,Thermal and drop-safe cover for mobile devices,Male,UnKnown,UnKnown,Middle,Kevin Conway and Josh Inglis,UnKnown,1,3.88,500000,10,5000000,1,1,500000,8,6250000,2,250000,4,1,0,0,0,0,0,250000,4,250000,4,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,20,1068,09-04-2021,OpulenceMDBeauty,Fashion & Beauty,Safe and glue-free magnetic eyelashes,Female,UnKnown,UnKnown,Middle,Anika S. Goodwin,UnKnown,0,4.31,75000,5,1500000,1,1,100000,20,500000,1,100000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,20,1,Kendra Scott,0,0,0,0,0,0
12,20,1069,09-04-2021,TheCheeseChopper,Lifestyle & Home,"Multi-purpose cheese storage container, slicer, and shredder",Male,UnKnown,UnKnown,Middle,Tate Koenig,UnKnown,0,4.31,75000,10,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,20,1070,09-04-2021,TheMatte,Fashion & Beauty,Compact and foldable working area for makeup,Female,UnKnown,UnKnown,Middle,Melissa Clayton,UnKnown,0,4.31,100000,20,500000,1,1,100000,33.3,300300,1,100000,33.3,0,0,0,0,0,0,100000,33.3,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,20,1071,09-04-2021,FurZapper,Pet Products,product that helps remove pet hair from clothes,UnKnown,Ocean County,NJ,Middle,Harry Levin and Michael Sweigar,UnKnown,1,4.31,600000,10,6000000,1,1,600000,15,4000000,1,600000,15,0,0,0,0,0,0,600000,15,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,21,1072,16-04-2021,TruffleShuffle,Food & Beverage,truffle supplier for restaurants,Male,UnKnown,UnKnown,Middle,Jason McKinney and Tyler Vorce,UnKnown,1,4.07,500000,5,10000000,1,1,501000,18,2783333,1,501000,18,0,0,0,0,501000,18,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,21,1073,16-04-2021,Suds2Go,Lifestyle & Home,Portable handwashing device,Mixed Team,UnKnown,UnKnown,Middle,Cindy and Gabe Trevizo,UnKnown,1,4.07,200000,10,2000000,1,1,200000,15,1333333,1,200000,15,0,0,0,0,0,0,0,0,200000,15,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,21,1074,16-04-2021,SaladSling,Food & Beverage,lightweight and cost-effective salad spinner alternative,Female,UnKnown,UnKnown,Middle,Jill Visit,UnKnown,0,4.07,100000,20,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,21,1075,16-04-2021,Larq,Health & Wellness,Self-cleaning and purifying water bottle,Male,UnKnown,UnKnown,Middle,Justin Wang,UnKnown,0,4.07,500000,1,50000000,1,1,1000000,4,25000000,2,500000,2,0,0,0,0,0,0,500000,2,0,0,0,0,500000,2,0,0,2,UnKnown,0,0,0,0,0,0
12,22,1076,23-04-2021,JiggyPuzzles,Uncertain & Other,Unique jigsaw puzzles with a social cause,Female,New York,NY,Middle,Kaylin Marcotte,UnKnown,0,4.13,500000,5,10000000,1,1,500000,15,3333333,1,500000,15,0,0,0,0,500000,15,0,0,0,0,0,0,0,0,0,0,1,UnKnown,0,0,0,0,0,0
12,22,1077,23-04-2021,TheScrubbie,Lifestyle & Home,Universal cleaning attachment,Male,UnKnown,UnKnown,Middle,"Matt Hosey, Jeff Dakin, and Tyler Kessler",UnKnown,1,4.13,100000,10,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,22,1078,23-04-2021,TheBumblingBee,Food & Beverage,Vegan fast-food restaurant,Female,UnKnown,UnKnown,Middle,Cassandra and India Ayala,UnKnown,1,4.13,150000,10,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,22,1079,23-04-2021,XTorch,Lifestyle & Home,Solar-powered flashlight,Mixed Team,UnKnown,UnKnown,Middle,Gene and Keidy Palusky,UnKnown,1,4.13,150000,10,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,23,1080,07-05-2021,GrindBasketball,Business Services,"Portable, collapsible, and affordable rebounding machine",Male,UnKnown,UnKnown,Middle,Thomas Fields,UnKnown,0,3.61,250000,5,5000000,1,1,250000,25,1000000,2,125000,12.5,0,0,125000,12.5,125000,12.5,0,0,0,0,0,0,0,0,0,0,2,UnKnown,0,0,0,0,0,0
12,23,1081,07-05-2021,CreationNation,Food & Beverage,Protein mixes for no-bake treats,Female,UnKnown,UnKnown,Middle,Karen Nation,UnKnown,0,3.61,300000,12,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UnKnown,0,0,0,0,0,0
12,23,1082,07-05-2021,SneakERASERS,Fashion & Beauty,dual-sided cleaning sponge for shoes,Male,UnKnown,UnKnown,Middle,Chris Pavlica and Kevin Consolo,UnKnown,1,3.61,200000,8,2500000,1,1,200000,20,1000000,2,100000,10,0,0,0,0,0,0,100000,10,0,0,0,0,0,0,100000,10,2,Alex Rodriguez,0,0,0,0,0,0
